"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2004"	"2004"	304	4146101	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2005"	"2005"	292	4182742	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2006"	"2006"	300	4219239	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2007"	"2007"	357	4256672	8.4
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2008"	"2008"	326	4289878	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2009"	"2009"	372	4317074	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2010"	"2010"	348	4349838	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2011"	"2011"	363	4370038	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2012"	"2012"	347	4383465	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2013"	"2013"	367	4399583	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"1999"	"1999"	260	4460811	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2000"	"2000"	267	4471885	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2001"	"2001"	253	4477875	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2002"	"2002"	239	4497267	5.3
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2003"	"2003"	283	4521042	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2004"	"2004"	260	4552238	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2005"	"2005"	255	4411396	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2006"	"2006"	271	4302665	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2007"	"2007"	259	4375581	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2008"	"2008"	268	4435586	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2009"	"2009"	263	4491648	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2010"	"2010"	267	4545581	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2011"	"2011"	255	4575972	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2012"	"2012"	322	4604744	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2013"	"2013"	291	4629284	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"1999"	"1999"	108	1266808	8.5
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2000"	"2000"	121	1277072	9.5
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2001"	"2001"	90	1285692	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2002"	"2002"	119	1295960	9.2
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2003"	"2003"	103	1306513	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2004"	"2004"	138	1313688	10.5
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2005"	"2005"	110	1318787	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2006"	"2006"	119	1323619	9.0
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2007"	"2007"	106	1327040	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2008"	"2008"	115	1330509	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2009"	"2009"	126	1329590	9.5
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2010"	"2010"	124	1327361	9.3
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2011"	"2011"	106	1327930	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2012"	"2012"	121	1328592	9.1
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2013"	"2013"	114	1328702	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"1999"	"1999"	346	5254509	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2000"	"2000"	356	5311034	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2001"	"2001"	296	5374691	5.5
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2002"	"2002"	378	5440389	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2003"	"2003"	374	5496269	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2004"	"2004"	355	5546935	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2005"	"2005"	320	5592379	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2006"	"2006"	367	5627367	6.5
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2007"	"2007"	392	5653408	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2008"	"2008"	384	5684965	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2009"	"2009"	378	5730388	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2010"	"2010"	393	5788101	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2011"	"2011"	383	5843833	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2012"	"2012"	407	5891819	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2013"	"2013"	403	5938737	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"1999"	"1999"	470	6317345	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2000"	"2000"	527	6361104	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2001"	"2001"	471	6397634	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2002"	"2002"	464	6417206	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2003"	"2003"	494	6422565	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2004"	"2004"	476	6412281	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2005"	"2005"	485	6403290	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2006"	"2006"	504	6410084	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2007"	"2007"	528	6431559	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2008"	"2008"	519	6468967	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2009"	"2009"	464	6517613	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2010"	"2010"	489	6564073	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2011"	"2011"	495	6612270	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2012"	"2012"	473	6655829	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2013"	"2013"	543	6708874	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"1999"	"1999"	735	9897116	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2000"	"2000"	707	9952450	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2001"	"2001"	710	9991120	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2002"	"2002"	738	10015710	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2003"	"2003"	704	10041152	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2004"	"2004"	754	10055315	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2005"	"2005"	777	10051137	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2006"	"2006"	722	10036081	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2007"	"2007"	798	10001284	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2008"	"2008"	797	9946889	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2009"	"2009"	725	9901591	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2010"	"2010"	717	9876498	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2011"	"2011"	734	9875736	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2012"	"2012"	725	9884781	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2013"	"2013"	662	9898193	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"1999"	"1999"	347	4873481	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2000"	"2000"	308	4933692	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2001"	"2001"	329	4982796	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2002"	"2002"	366	5018935	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2003"	"2003"	313	5053572	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2004"	"2004"	336	5087713	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2005"	"2005"	285	5119598	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2006"	"2006"	357	5163555	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2007"	"2007"	325	5207203	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2008"	"2008"	357	5247018	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2009"	"2009"	361	5281203	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2010"	"2010"	355	5310418	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2011"	"2011"	387	5348036	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2012"	"2012"	439	5380615	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2013"	"2013"	394	5422060	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2003"	"2003"	172	2868312	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2004"	"2004"	181	2889010	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2005"	"2005"	188	2876229	6.5
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2006"	"2006"	171	2904978	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2007"	"2007"	204	2928350	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2008"	"2008"	187	2947806	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2009"	"2009"	165	2958774	5.6
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2010"	"2010"	204	2970811	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2011"	"2011"	198	2978464	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2012"	"2012"	208	2986137	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2013"	"2013"	182	2992206	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"1999"	"1999"	409	5561948	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2000"	"2000"	408	5607285	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2001"	"2001"	390	5641142	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2002"	"2002"	418	5674825	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2003"	"2003"	394	5709403	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2004"	"2004"	421	5747741	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2005"	"2005"	434	5790300	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2006"	"2006"	416	5842704	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2007"	"2007"	454	5887612	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2008"	"2008"	430	5923916	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2009"	"2009"	459	5961088	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2010"	"2010"	425	5996085	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2011"	"2011"	417	6010544	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2012"	"2012"	464	6025281	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2013"	"2013"	419	6044917	6.9
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"1999"	"1999"	59	897507	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2000"	"2000"	69	903773	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2001"	"2001"	60	906961	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2002"	"2002"	88	911667	9.7
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2003"	"2003"	73	919630	7.9
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2004"	"2004"	77	930009	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2005"	"2005"	85	940102	9.0
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2006"	"2006"	72	952692	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2007"	"2007"	64	964706	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2008"	"2008"	79	976415	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2009"	"2009"	76	983982	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2010"	"2010"	86	990575	8.7
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2011"	"2011"	86	997661	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2012"	"2012"	81	1005163	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Montana"	"30"	"2013"	"2013"	86	1014864	8.5
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"1999"	"1999"	126	1704764	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2000"	"2000"	122	1713820	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2001"	"2001"	135	1719836	7.8
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2002"	"2002"	127	1728292	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2003"	"2003"	110	1738643	6.3
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2004"	"2004"	122	1749370	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2005"	"2005"	141	1761497	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2006"	"2006"	129	1772693	7.3
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2007"	"2007"	138	1783440	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2008"	"2008"	137	1796378	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2009"	"2009"	139	1812683	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2010"	"2010"	147	1829865	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2011"	"2011"	156	1842232	8.5
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2012"	"2012"	133	1855487	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2013"	"2013"	133	1868969	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"1999"	"1999"	123	1934718	6.4
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2000"	"2000"	115	2018741	5.7
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2001"	"2001"	121	2098399	5.8
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2002"	"2002"	143	2173791	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2003"	"2003"	149	2248850	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2004"	"2004"	159	2346222	6.8
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2005"	"2005"	147	2432143	6.0
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2006"	"2006"	165	2522658	6.5
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2007"	"2007"	158	2601072	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2008"	"2008"	156	2653630	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2009"	"2009"	134	2684665	5.0
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2010"	"2010"	158	2703493	5.8
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"1999"	"1999"	85	1222014	7.0
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2000"	"2000"	89	1239882	7.2
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2001"	"2001"	100	1255517	8.0
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2002"	"2002"	86	1269089	6.8
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2003"	"2003"	96	1279840	7.5
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2004"	"2004"	108	1290121	8.4
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2005"	"2005"	100	1298492	7.7
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2006"	"2006"	99	1308389	7.6
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2007"	"2007"	101	1312540	7.7
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2008"	"2008"	99	1315906	7.5
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2009"	"2009"	129	1316102	9.8
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2010"	"2010"	117	1316517	8.9
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2011"	"2011"	117	1318109	8.9
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2012"	"2012"	102	1321297	7.7
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2013"	"2013"	106	1322616	8.0
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"1999"	"1999"	627	8359592	7.5
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2000"	"2000"	639	8430621	7.6
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2001"	"2001"	631	8492671	7.4
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2002"	"2002"	586	8552643	6.9
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2003"	"2003"	669	8601402	7.8
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2004"	"2004"	671	8634561	7.8
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2005"	"2005"	649	8651974	7.5
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2006"	"2006"	652	8661679	7.5
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2007"	"2007"	660	8677885	7.6
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2008"	"2008"	661	8711090	7.6
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2009"	"2009"	657	8755602	7.5
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2010"	"2010"	682	8803580	7.7
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2011"	"2011"	627	8842614	7.1
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2012"	"2012"	685	8876000	7.7
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2013"	"2013"	687	8911502	7.7
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"1999"	"1999"	122	1808082	6.7
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2000"	"2000"	103	1821204	5.7
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2001"	"2001"	89	1831690	4.9
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2002"	"2002"	108	1855309	5.8
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2003"	"2003"	92	1877574	4.9
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2004"	"2004"	122	1903808	6.4
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2005"	"2005"	117	1932274	6.1
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2006"	"2006"	120	1962137	6.1
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2007"	"2007"	113	1990070	5.7
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2008"	"2008"	124	2010662	6.2
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2009"	"2009"	122	2036802	6.0
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2010"	"2010"	117	2064950	5.7
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2011"	"2011"	112	2078407	5.4
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2012"	"2012"	128	2084594	6.1
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2013"	"2013"	104	2086895	5.0
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"1999"	"1999"	1309	18882725	6.9
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2000"	"2000"	1437	19001780	7.6
