"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2002"	"2002"	123	1295960	9.5
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2003"	"2003"	120	1306513	9.2
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2004"	"2004"	100	1313688	7.6
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2005"	"2005"	148	1318787	11.2
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2006"	"2006"	103	1323619	7.8
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2007"	"2007"	114	1327040	8.6
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2008"	"2008"	93	1330509	7.0
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2009"	"2009"	124	1329590	9.3
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2010"	"2010"	125	1327361	9.4
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2011"	"2011"	132	1327930	9.9
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2012"	"2012"	120	1328592	9.0
	"Leukemias"	"35011-35043"	"Maine"	"23"	"2013"	"2013"	114	1328702	8.6
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"1999"	"1999"	346	5254509	6.6
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2000"	"2000"	417	5311034	7.9
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2001"	"2001"	384	5374691	7.1
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2002"	"2002"	405	5440389	7.4
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2003"	"2003"	343	5496269	6.2
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2004"	"2004"	378	5546935	6.8
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2005"	"2005"	370	5592379	6.6
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2006"	"2006"	372	5627367	6.6
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2007"	"2007"	375	5653408	6.6
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2008"	"2008"	381	5684965	6.7
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2009"	"2009"	378	5730388	6.6
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2010"	"2010"	368	5788101	6.4
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2011"	"2011"	384	5843833	6.6
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2012"	"2012"	400	5891819	6.8
	"Leukemias"	"35011-35043"	"Maryland"	"24"	"2013"	"2013"	440	5938737	7.4
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"1999"	"1999"	525	6317345	8.3
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2000"	"2000"	508	6361104	8.0
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2001"	"2001"	493	6397634	7.7
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2002"	"2002"	448	6417206	7.0
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2003"	"2003"	509	6422565	7.9
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2004"	"2004"	503	6412281	7.8
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2005"	"2005"	464	6403290	7.2
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2006"	"2006"	520	6410084	8.1
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2007"	"2007"	450	6431559	7.0
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2008"	"2008"	500	6468967	7.7
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2009"	"2009"	492	6517613	7.5
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2010"	"2010"	513	6564073	7.8
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2011"	"2011"	516	6612270	7.8
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2012"	"2012"	508	6655829	7.6
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	"2013"	"2013"	550	6708874	8.2
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"1999"	"1999"	739	9897116	7.5
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2000"	"2000"	838	9952450	8.4
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2001"	"2001"	793	9991120	7.9
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2002"	"2002"	796	10015710	7.9
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2003"	"2003"	753	10041152	7.5
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2004"	"2004"	774	10055315	7.7
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2005"	"2005"	833	10051137	8.3
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2006"	"2006"	875	10036081	8.7
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2007"	"2007"	792	10001284	7.9
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2008"	"2008"	825	9946889	8.3
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2009"	"2009"	856	9901591	8.6
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2010"	"2010"	824	9876498	8.3
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2011"	"2011"	775	9875736	7.8
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2012"	"2012"	791	9884781	8.0
	"Leukemias"	"35011-35043"	"Michigan"	"26"	"2013"	"2013"	799	9898193	8.1
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"1999"	"1999"	436	4873481	8.9
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2000"	"2000"	416	4933692	8.4
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2001"	"2001"	391	4982796	7.8
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2002"	"2002"	424	5018935	8.4
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2003"	"2003"	418	5053572	8.3
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2004"	"2004"	401	5087713	7.9
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2005"	"2005"	389	5119598	7.6
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2006"	"2006"	388	5163555	7.5
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2007"	"2007"	437	5207203	8.4
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2008"	"2008"	435	5247018	8.3
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2009"	"2009"	440	5281203	8.3
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2010"	"2010"	455	5310418	8.6
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2011"	"2011"	471	5348036	8.8
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2012"	"2012"	439	5380615	8.2
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	"2013"	"2013"	438	5422060	8.1
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"1999"	"1999"	211	2828408	7.5
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2000"	"2000"	227	2848353	8.0
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2001"	"2001"	192	2852994	6.7
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2002"	"2002"	247	2858681	8.6
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2003"	"2003"	217	2868312	7.6
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2004"	"2004"	215	2889010	7.4
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2005"	"2005"	226	2876229	7.9
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2006"	"2006"	231	2904978	8.0
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2007"	"2007"	229	2928350	7.8
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2008"	"2008"	213	2947806	7.2
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2009"	"2009"	259	2958774	8.8
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2010"	"2010"	215	2970811	7.2
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2011"	"2011"	231	2978464	7.8
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2012"	"2012"	212	2986137	7.1
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	"2013"	"2013"	237	2992206	7.9
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"1999"	"1999"	489	5561948	8.8
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2000"	"2000"	457	5607285	8.2
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2001"	"2001"	501	5641142	8.9
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2002"	"2002"	512	5674825	9.0
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2003"	"2003"	479	5709403	8.4
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2004"	"2004"	459	5747741	8.0
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2005"	"2005"	490	5790300	8.5
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2006"	"2006"	545	5842704	9.3
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2007"	"2007"	517	5887612	8.8
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2008"	"2008"	505	5923916	8.5
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2009"	"2009"	476	5961088	8.0
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2010"	"2010"	484	5996085	8.1
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2011"	"2011"	503	6010544	8.4
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2012"	"2012"	501	6025281	8.3
	"Leukemias"	"35011-35043"	"Missouri"	"29"	"2013"	"2013"	507	6044917	8.4
	"Leukemias"	"35011-35043"	"Montana"	"30"	"1999"	"1999"	87	897507	9.7
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2000"	"2000"	85	903773	9.4
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2001"	"2001"	84	906961	9.3
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2002"	"2002"	71	911667	7.8
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2003"	"2003"	77	919630	8.4
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2004"	"2004"	69	930009	7.4
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2005"	"2005"	84	940102	8.9
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2006"	"2006"	90	952692	9.4
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2007"	"2007"	89	964706	9.2
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2008"	"2008"	86	976415	8.8
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2009"	"2009"	83	983982	8.4
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2010"	"2010"	80	990575	8.1
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2011"	"2011"	75	997661	7.5
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2012"	"2012"	73	1005163	7.3
	"Leukemias"	"35011-35043"	"Montana"	"30"	"2013"	"2013"	86	1014864	8.5
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"1999"	"1999"	158	1704764	9.3
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2000"	"2000"	159	1713820	9.3
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2001"	"2001"	145	1719836	8.4
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2002"	"2002"	145	1728292	8.4
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2003"	"2003"	154	1738643	8.9
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2004"	"2004"	135	1749370	7.7
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2005"	"2005"	135	1761497	7.7
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2006"	"2006"	144	1772693	8.1
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2007"	"2007"	133	1783440	7.5
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2008"	"2008"	158	1796378	8.8
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2009"	"2009"	125	1812683	6.9
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2010"	"2010"	129	1829865	7.0
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2011"	"2011"	148	1842232	8.0
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2012"	"2012"	167	1855487	9.0
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	"2013"	"2013"	136	1868969	7.3
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"1999"	"1999"	115	1934718	5.9
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2000"	"2000"	152	2018741	7.5
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2001"	"2001"	152	2098399	7.2
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2002"	"2002"	131	2173791	6.0
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2003"	"2003"	149	2248850	6.6
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2004"	"2004"	149	2346222	6.4
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2005"	"2005"	146	2432143	6.0
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2006"	"2006"	143	2522658	5.7
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2007"	"2007"	128	2601072	4.9
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2008"	"2008"	148	2653630	5.6
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2009"	"2009"	176	2684665	6.6
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2010"	"2010"	173	2703493	6.4
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2011"	"2011"	170	2718586	6.3
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2012"	"2012"	166	2755245	6.0
	"Leukemias"	"35011-35043"	"Nevada"	"32"	"2013"	"2013"	196	2791494	7.0
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"1999"	"1999"	94	1222014	7.7
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2000"	"2000"	91	1239882	7.3
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2001"	"2001"	73	1255517	5.8
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2002"	"2002"	113	1269089	8.9
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2003"	"2003"	84	1279840	6.6
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2004"	"2004"	89	1290121	6.9
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2005"	"2005"	95	1298492	7.3
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2006"	"2006"	97	1308389	7.4
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2007"	"2007"	92	1312540	7.0
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2008"	"2008"	100	1315906	7.6
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2009"	"2009"	95	1316102	7.2
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2010"	"2010"	106	1316517	8.1
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2011"	"2011"	102	1318109	7.7
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2012"	"2012"	105	1321297	7.9
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	"2013"	"2013"	103	1322616	7.8
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"1999"	"1999"	709	8359592	8.5
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2000"	"2000"	640	8430621	7.6
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2001"	"2001"	616	8492671	7.3
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2002"	"2002"	712	8552643	8.3
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2003"	"2003"	685	8601402	8.0
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2004"	"2004"	675	8634561	7.8
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2005"	"2005"	623	8651974	7.2
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2006"	"2006"	629	8661679	7.3
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2007"	"2007"	653	8677885	7.5
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2008"	"2008"	659	8711090	7.6
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2009"	"2009"	605	8755602	6.9
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2010"	"2010"	636	8803580	7.2
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2011"	"2011"	673	8842614	7.6
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2012"	"2012"	651	8876000	7.3
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	"2013"	"2013"	643	8911502	7.2
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"1999"	"1999"	111	1808082	6.1
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2000"	"2000"	113	1821204	6.2
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2001"	"2001"	111	1831690	6.1
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2002"	"2002"	115	1855309	6.2
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2003"	"2003"	130	1877574	6.9
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2004"	"2004"	114	1903808	6.0
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2005"	"2005"	120	1932274	6.2
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2006"	"2006"	114	1962137	5.8
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2007"	"2007"	130	1990070	6.5
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2008"	"2008"	146	2010662	7.3
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2009"	"2009"	126	2036802	6.2
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2010"	"2010"	143	2064950	6.9
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2011"	"2011"	107	2078407	5.1
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2012"	"2012"	149	2084594	7.1
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	"2013"	"2013"	138	2086895	6.6
	"Leukemias"	"35011-35043"	"New York"	"36"	"1999"	"1999"	1435	18882725	7.6
	"Leukemias"	"35011-35043"	"New York"	"36"	"2000"	"2000"	1386	19001780	7.3
	"Leukemias"	"35011-35043"	"New York"	"36"	"2001"	"2001"	1408	19082838	7.4
	"Leukemias"	"35011-35043"	"New York"	"36"	"2002"	"2002"	1375	19137800	7.2
	"Leukemias"	"35011-35043"	"New York"	"36"	"2003"	"2003"	1323	19175939	6.9
	"Leukemias"	"35011-35043"	"New York"	"36"	"2004"	"2004"	1444	19171567	7.5
	"Leukemias"	"35011-35043"	"New York"	"36"	"2005"	"2005"	1422	19132610	7.4
	"Leukemias"	"35011-35043"	"New York"	"36"	"2006"	"2006"	1399	19104631	7.3
	"Leukemias"	"35011-35043"	"New York"	"36"	"2007"	"2007"	1385	19132335	7.2
	"Leukemias"	"35011-35043"	"New York"	"36"	"2008"	"2008"	1412	19212436	7.3
	"Leukemias"	"35011-35043"	"New York"	"36"	"2009"	"2009"	1419	19307066	7.3
	"Leukemias"	"35011-35043"	"New York"	"36"	"2010"	"2010"	1352	19400867	7.0
	"Leukemias"	"35011-35043"	"New York"	"36"	"2011"	"2011"	1454	19521745	7.4
	"Leukemias"	"35011-35043"	"New York"	"36"	"2012"	"2012"	1430	19607140	7.3
	"Leukemias"	"35011-35043"	"New York"	"36"	"2013"	"2013"	1441	19695680	7.3
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"1999"	"1999"	577	7949361	7.3
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2000"	"2000"	568	8081614	7.0
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2001"	"2001"	584	8210122	7.1
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2002"	"2002"	582	8326201	7.0
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2003"	"2003"	589	8422501	7.0
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2004"	"2004"	552	8553152	6.5
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2005"	"2005"	614	8705407	7.1
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2006"	"2006"	650	8917270	7.3
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2007"	"2007"	643	9118037	7.1
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2008"	"2008"	616	9309449	6.6
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2009"	"2009"	689	9449566	7.3
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2010"	"2010"	641	9559488	6.7
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2011"	"2011"	718	9651502	7.4
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2012"	"2012"	683	9748181	7.0
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	"2013"	"2013"	673	9848917	6.8
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"1999"	"1999"	64	644259	9.9
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2000"	"2000"	65	642023	10.1
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2001"	"2001"	64	639062	10.0
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2002"	"2002"	67	638168	10.5
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2003"	"2003"	52	638817	8.1
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2004"	"2004"	33	644705	5.1
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2005"	"2005"	58	646089	9.0
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2006"	"2006"	67	649422	10.3
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2007"	"2007"	68	652822	10.4
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2008"	"2008"	62	657569	9.4
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2009"	"2009"	58	664968	8.7
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2010"	"2010"	66	674345	9.8
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2011"	"2011"	52	685242	7.6
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2012"	"2012"	44	701705	6.3
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	"2013"	"2013"	54	723857	7.5
