"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2008"	"2008"	173	4106372	4.2
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2009"	"2009"	174	4153609	4.2
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2010"	"2010"	176	4209347	4.2
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2011"	"2011"	229	4254149	5.4
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2012"	"2012"	230	4330974	5.3
	"Liver"	"21071"	" Phoenix-Mesa-Scottsdale, AZ  "	"38060"	"2013"	"2013"	236	4404129	5.4
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"1999"	"1999"	94	2438518	3.9
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2000"	"2000"	95	2428303	3.9
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2001"	"2001"	115	2417480	4.8
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2002"	"2002"	102	2408348	4.2
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2003"	"2003"	91	2401168	3.8
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2004"	"2004"	84	2389107	3.5
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2005"	"2005"	116	2374483	4.9
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2006"	"2006"	104	2364039	4.4
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2007"	"2007"	114	2358914	4.8
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2008"	"2008"	109	2356802	4.6
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2009"	"2009"	130	2355432	5.5
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2010"	"2010"	125	2356678	5.3
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2011"	"2011"	121	2359680	5.1
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2012"	"2012"	146	2361068	6.2
	"Liver"	"21071"	" Pittsburgh, PA  "	"38300"	"2013"	"2013"	141	2360565	6.0
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2004"	"2004"	17	508428	3.3
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2005"	"2005"	17	510287	3.3
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2006"	"2006"	20	510614	3.9
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2007"	"2007"	17	512265	3.3
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2009"	"2009"	23	514728	4.5
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2010"	"2010"	30	513807	5.8
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2011"	"2011"	27	515995	5.2
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2012"	"2012"	33	518219	6.4
	"Liver"	"21071"	" Portland-South Portland, ME  "	"38860"	"2013"	"2013"	26	520363	5.0
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"1999"	"1999"	49	1906262	2.6
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2000"	"2000"	59	1934792	3.0
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2001"	"2001"	44	1971152	2.2
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2002"	"2002"	63	2002918	3.1
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2003"	"2003"	77	2024115	3.8
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2004"	"2004"	66	2039297	3.2
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2005"	"2005"	69	2067325	3.3
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2006"	"2006"	88	2103164	4.2
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2007"	"2007"	76	2137828	3.6
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2008"	"2008"	94	2172853	4.3
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2009"	"2009"	108	2206737	4.9
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2010"	"2010"	94	2232079	4.2
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2011"	"2011"	128	2260178	5.7
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2012"	"2012"	131	2288729	5.7
	"Liver"	"21071"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2013"	"2013"	135	2314747	5.8
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"1999"	"1999"	52	1571610	3.3
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2000"	"2000"	53	1586085	3.3
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2001"	"2001"	59	1595424	3.7
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2002"	"2002"	77	1608716	4.8
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2003"	"2003"	71	1617623	4.4
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2004"	"2004"	71	1620567	4.4
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2005"	"2005"	66	1613353	4.1
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2006"	"2006"	89	1607583	5.5
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2007"	"2007"	84	1602603	5.2
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2008"	"2008"	80	1601459	5.0
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2009"	"2009"	95	1600970	5.9
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2010"	"2010"	74	1602154	4.6
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2011"	"2011"	85	1601145	5.3
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2012"	"2012"	95	1603402	5.9
	"Liver"	"21071"	" Providence-Warwick, RI-MA  "	"39300"	"2013"	"2013"	102	1605521	6.4
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2001"	"2001"	17	833100	2.0
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2002"	"2002"	22	859117	2.6
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2004"	"2004"	24	909510	2.6
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2005"	"2005"	18	944725	1.9
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2006"	"2006"	32	989219	3.2
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2007"	"2007"	29	1034476	2.8
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2008"	"2008"	31	1077163	2.9
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2009"	"2009"	28	1110061	2.5
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2010"	"2010"	37	1137346	3.3
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2011"	"2011"	37	1163203	3.2
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2012"	"2012"	33	1189075	2.8
	"Liver"	"21071"	" Raleigh, NC  "	"39580"	"2013"	"2013"	46	1215299	3.8
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"1999"	"1999"	29	1045761	2.8
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2000"	"2000"	25	1058966	2.4
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2001"	"2001"	32	1070817	3.0
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2002"	"2002"	31	1084389	2.9
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2003"	"2003"	39	1098631	3.5
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2004"	"2004"	44	1115900	3.9
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2005"	"2005"	47	1135074	4.1
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2006"	"2006"	48	1157286	4.1
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2007"	"2007"	53	1174344	4.5
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2008"	"2008"	60	1189113	5.0
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2009"	"2009"	62	1200712	5.2
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2010"	"2010"	66	1210063	5.5
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2011"	"2011"	61	1219592	5.0
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2012"	"2012"	72	1233722	5.8
	"Liver"	"21071"	" Richmond, VA  "	"40060"	"2013"	"2013"	75	1246867	6.0
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"1999"	"1999"	96	3189513	3.0
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2000"	"2000"	122	3277022	3.7
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2001"	"2001"	137	3377365	4.1
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2002"	"2002"	149	3486938	4.3
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2003"	"2003"	150	3617771	4.1
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2004"	"2004"	159	3755607	4.2
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2005"	"2005"	181	3875709	4.7
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2006"	"2006"	199	3986510	5.0
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2007"	"2007"	198	4067344	4.9
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2008"	"2008"	190	4113447	4.6
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2009"	"2009"	209	4160685	5.0
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2010"	"2010"	206	4244242	4.9
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2011"	"2011"	208	4302359	4.8
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2012"	"2012"	241	4348670	5.5
	"Liver"	"21071"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2013"	"2013"	278	4390262	6.3
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"1999"	"1999"	27	1060310	2.5
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2000"	"2000"	35	1066482	3.3
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2001"	"2001"	34	1068215	3.2
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2002"	"2002"	29	1070355	2.7
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2003"	"2003"	29	1071918	2.7
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2004"	"2004"	28	1072494	2.6
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2005"	"2005"	44	1070418	4.1
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2006"	"2006"	36	1070370	3.4
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2007"	"2007"	41	1072040	3.8
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2008"	"2008"	41	1075302	3.8
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2009"	"2009"	39	1077941	3.6
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2010"	"2010"	45	1080082	4.2
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2011"	"2011"	47	1082269	4.3
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2012"	"2012"	55	1083059	5.1
	"Liver"	"21071"	" Rochester, NY  "	"40380"	"2013"	"2013"	44	1084094	4.1
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"1999"	"1999"	59	1767237	3.3
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2000"	"2000"	60	1807949	3.3
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2001"	"2001"	79	1866310	4.2
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2002"	"2002"	74	1923508	3.8
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2003"	"2003"	87	1970542	4.4
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2004"	"2004"	76	2008663	3.8
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2005"	"2005"	99	2034850	4.9
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2006"	"2006"	90	2057885	4.4
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2007"	"2007"	94	2082217	4.5
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2008"	"2008"	122	2108310	5.8
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2009"	"2009"	107	2132657	5.0
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2010"	"2010"	134	2154382	6.2
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2011"	"2011"	129	2175727	5.9
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2012"	"2012"	137	2195087	6.2
	"Liver"	"21071"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2013"	"2013"	149	2217515	6.7
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"1999"	"1999"	96	2666413	3.6
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2000"	"2000"	85	2678822	3.2
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2001"	"2001"	101	2690131	3.8
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2002"	"2002"	105	2700121	3.9
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2003"	"2003"	101	2711031	3.7
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2004"	"2004"	111	2721868	4.1
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2005"	"2005"	124	2730316	4.5
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2006"	"2006"	101	2744265	3.7
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2007"	"2007"	126	2755581	4.6
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2008"	"2008"	108	2767776	3.9
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2009"	"2009"	123	2779404	4.4
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2010"	"2010"	130	2789886	4.7
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2011"	"2011"	162	2793725	5.8
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2012"	"2012"	151	2797281	5.4
	"Liver"	"21071"	" St. Louis, MO-IL  "	"41180"	"2013"	"2013"	163	2801587	5.8
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"1999"	"1999"	18	929195	1.9
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2000"	"2000"	25	942537	2.7
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2002"	"2002"	19	963150	2.0
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2003"	"2003"	19	971454	2.0
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2004"	"2004"	17	982034	1.7
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2005"	"2005"	29	997221	2.9
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2006"	"2006"	27	1018281	2.7
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2007"	"2007"	25	1037540	2.4
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2008"	"2008"	20	1055462	1.9
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2009"	"2009"	30	1074013	2.8
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2010"	"2010"	27	1091432	2.5
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2011"	"2011"	32	1107634	2.9
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2012"	"2012"	34	1124222	3.0
	"Liver"	"21071"	" Salt Lake City, UT  "	"41620"	"2013"	"2013"	43	1141584	3.8
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"1999"	"1999"	113	1689009	6.7
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2000"	"2000"	96	1720003	5.6
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2001"	"2001"	103	1748123	5.9
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2002"	"2002"	122	1784153	6.8
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2003"	"2003"	126	1815846	6.9
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2004"	"2004"	147	1857602	7.9
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2005"	"2005"	165	1896328	8.7
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2006"	"2006"	148	1956361	7.6
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2007"	"2007"	152	2011543	7.6
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2008"	"2008"	178	2061275	8.6
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2009"	"2009"	142	2105672	6.7
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2010"	"2010"	156	2153255	7.2
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2011"	"2011"	182	2194231	8.3
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2012"	"2012"	172	2237771	7.7
	"Liver"	"21071"	" San Antonio-New Braunfels, TX  "	"41700"	"2013"	"2013"	189	2282201	8.3
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"1999"	"1999"	110	2789593	3.9
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2000"	"2000"	110	2827366	3.9
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2001"	"2001"	90	2869672	3.1
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2002"	"2002"	111	2900355	3.8
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2003"	"2003"	129	2914702	4.4
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2004"	"2004"	117	2930007	4.0
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2005"	"2005"	137	2938375	4.7
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2006"	"2006"	148	2947289	5.0
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2007"	"2007"	153	2975742	5.1
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2008"	"2008"	139	3022116	4.6
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2009"	"2009"	146	3061203	4.8
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2010"	"2010"	150	3104543	4.8
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2011"	"2011"	150	3141768	4.8
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2012"	"2012"	190	3183413	6.0
	"Liver"	"21071"	" San Diego-Carlsbad, CA  "	"41740"	"2013"	"2013"	193	3222558	6.0
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"1999"	"1999"	216	4089620	5.3
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2000"	"2000"	219	4135875	5.3
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2001"	"2001"	199	4174788	4.8
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2002"	"2002"	207	4158544	5.0
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2003"	"2003"	257	4145965	6.2
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2004"	"2004"	224	4133400	5.4
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2005"	"2005"	235	4137858	5.7
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2006"	"2006"	236	4148724	5.7
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2007"	"2007"	254	4183637	6.1
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2008"	"2008"	243	4243932	5.7
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2009"	"2009"	249	4302830	5.8
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2010"	"2010"	275	4345179	6.3
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2011"	"2011"	280	4400182	6.4
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2012"	"2012"	308	4462179	6.9
	"Liver"	"21071"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2013"	"2013"	323	4529654	7.1
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"1999"	"1999"	79	1722965	4.6
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2000"	"2000"	57	1738728	3.3
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2001"	"2001"	90	1742726	5.2
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2002"	"2002"	76	1724404	4.4
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2003"	"2003"	66	1718790	3.8
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2004"	"2004"	79	1718016	4.6
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2005"	"2005"	79	1729959	4.6
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2006"	"2006"	89	1745283	5.1
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2007"	"2007"	102	1766098	5.8
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2008"	"2008"	80	1795231	4.5
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2009"	"2009"	119	1819573	6.5
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2010"	"2010"	117	1842462	6.4
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2011"	"2011"	107	1870279	5.7
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2012"	"2012"	143	1897969	7.5
	"Liver"	"21071"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2013"	"2013"	133	1928701	6.9
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"1999"	"1999"	29	563157	5.1
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2000"	"2000"	27	559879	4.8
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2001"	"2001"	18	557476	3.2
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2002"	"2002"	16	555702	2.9
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2003"	"2003"	21	555483	3.8
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2004"	"2004"	16	555495	2.9
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2005"	"2005"	27	556652	4.9
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2006"	"2006"	26	557626	4.7
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2007"	"2007"	28	560032	5.0
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2008"	"2008"	22	561548	3.9
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2009"	"2009"	26	562933	4.6
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2010"	"2010"	19	563655	3.4
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2011"	"2011"	27	563913	4.8
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2012"	"2012"	24	564134	4.3
	"Liver"	"21071"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2013"	"2013"	36	561838	6.4
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"1999"	"1999"	92	3019651	3.0
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2000"	"2000"	108	3052187	3.5
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2001"	"2001"	107	3092927	3.5
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2002"	"2002"	112	3118302	3.6
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2003"	"2003"	141	3133021	4.5
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2004"	"2004"	125	3158967	4.0
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2005"	"2005"	108	3198265	3.4
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2006"	"2006"	138	3257081	4.2
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2007"	"2007"	149	3304467	4.5
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2008"	"2008"	154	3355042	4.6
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2009"	"2009"	172	3414797	5.0
	"Liver"	"21071"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2010"	"2010"	163	3448234	4.7
