"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2009"	"2009"	57	790182	7.2
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2010"	"2010"	79	807089	9.8
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2011"	"2011"	87	823134	10.6
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2012"	"2012"	88	834477	10.5
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2013"	"2013"	98	834630	11.7
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"1999"	"1999"	70	789405	8.9
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2000"	"2000"	50	801288	6.2
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2001"	"2001"	59	813021	7.3
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2002"	"2002"	73	829762	8.8
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2003"	"2003"	69	847193	8.1
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2004"	"2004"	76	861035	8.8
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2005"	"2005"	64	872470	7.3
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2006"	"2006"	67	883862	7.6
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2007"	"2007"	89	895933	9.9
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2008"	"2008"	98	909630	10.8
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2009"	"2009"	94	921478	10.2
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2010"	"2010"	103	932642	11.0
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2011"	"2011"	100	941260	10.6
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2012"	"2012"	95	948240	10.0
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2013"	"2013"	103	956102	10.8
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"1999"	"1999"	76	920648	8.3
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2000"	"2000"	71	934152	7.6
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2001"	"2001"	93	944552	9.8
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2002"	"2002"	84	952185	8.8
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2003"	"2003"	86	959259	9.0
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2004"	"2004"	90	965089	9.3
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2005"	"2005"	102	970713	10.5
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2006"	"2006"	100	976610	10.2
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2007"	"2007"	119	981643	12.1
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2008"	"2008"	121	984563	12.3
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2009"	"2009"	97	987281	9.8
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2010"	"2010"	109	989205	11.0
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2011"	"2011"	102	996355	10.2
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2012"	"2012"	137	1006131	13.6
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2013"	"2013"	147	1017247	14.5
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"1999"	"1999"	69	637026	10.8
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2000"	"2000"	75	645409	11.6
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2001"	"2001"	73	652741	11.2
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2002"	"2002"	61	657855	9.3
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2003"	"2003"	70	663140	10.6
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2004"	"2004"	74	667711	11.1
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2005"	"2005"	84	677080	12.4
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2006"	"2006"	75	689637	10.9
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2007"	"2007"	105	700485	15.0
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2008"	"2008"	79	711405	11.1
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2009"	"2009"	101	718902	14.0
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2010"	"2010"	103	725040	14.2
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2011"	"2011"	107	730077	14.7
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2012"	"2012"	105	735866	14.3
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2013"	"2013"	129	741314	17.4
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"1999"	"1999"	79	717514	11.0
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2000"	"2000"	70	727743	9.6
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2001"	"2001"	83	735668	11.3
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2002"	"2002"	80	741131	10.8
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2003"	"2003"	87	747276	11.6
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2004"	"2004"	93	754196	12.3
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2005"	"2005"	98	763048	12.8
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2006"	"2006"	102	777494	13.1
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2007"	"2007"	101	793500	12.7
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2008"	"2008"	96	808765	11.9
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2009"	"2009"	121	819279	14.8
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2010"	"2010"	105	825765	12.7
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2011"	"2011"	125	833417	15.0
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2012"	"2012"	125	842037	14.8
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2013"	"2013"	120	850406	14.1
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"1999"	"1999"	52	508176	10.2
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2000"	"2000"	61	509451	12.0
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2001"	"2001"	54	511391	10.6
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2002"	"2002"	60	515553	11.6
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2003"	"2003"	61	519152	11.7
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2004"	"2004"	74	521882	14.2
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2005"	"2005"	64	525775	12.2
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2006"	"2006"	65	532268	12.2
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2007"	"2007"	64	537268	11.9
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2008"	"2008"	77	542301	14.2
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2009"	"2009"	69	546874	12.6
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2010"	"2010"	94	550258	17.1
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2011"	"2011"	94	551935	17.0
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2012"	"2012"	100	554827	18.0
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2013"	"2013"	84	557906	15.1
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"1999"	"1999"	144	1141318	12.6
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2000"	"2000"	155	1150872	13.5
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2001"	"2001"	124	1158513	10.7
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2002"	"2002"	153	1169000	13.1
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2003"	"2003"	161	1179394	13.7
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2004"	"2004"	183	1182605	15.5
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2005"	"2005"	186	1187929	15.7
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2006"	"2006"	169	1193725	14.2
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2007"	"2007"	181	1198395	15.1
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2008"	"2008"	176	1204436	14.6
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2009"	"2009"	185	1209604	15.3
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2010"	"2010"	182	1214021	15.0
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2011"	"2011"	186	1216393	15.3
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2012"	"2012"	206	1215143	17.0
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2013"	"2013"	194	1215943	16.0
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"1999"	"1999"	329	4622857	7.1
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2000"	"2000"	392	4717507	8.3
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2001"	"2001"	413	4817815	8.6
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2002"	"2002"	400	4937081	8.1
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2003"	"2003"	423	5036393	8.4
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2004"	"2004"	447	5132602	8.7
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2005"	"2005"	461	5234054	8.8
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2006"	"2006"	428	5423615	7.9
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2007"	"2007"	479	5540882	8.6
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2008"	"2008"	537	5676381	9.5
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	542	5826108	9.3
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	583	5949076	9.8
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	593	6060721	9.8
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	656	6186923	10.6
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	651	6333809	10.3
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	162	1639509	9.9
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	167	1663995	10.0
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	160	1687209	9.5
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	182	1708018	10.7
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	212	1729297	12.3
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	179	1750639	10.2
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	202	1772959	11.4
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	210	1800724	11.7
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	211	1826515	11.6
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	192	1850321	10.4
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	226	1873460	12.1
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	229	1892508	12.1
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	231	1910206	12.1
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	265	1928783	13.7
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	239	1953146	12.2
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2003"	"2003"	53	535600	9.9
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2004"	"2004"	52	542144	9.6
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2005"	"2005"	57	545336	10.5
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2006"	"2006"	63	556877	11.3
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2007"	"2007"	74	559153	13.2
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2008"	"2008"	88	561812	15.7
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2009"	"2009"	74	564376	13.1
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2010"	"2010"	60	568905	10.5
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2011"	"2011"	72	574402	12.5
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2012"	"2012"	89	576899	15.4
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2013"	"2013"	89	577219	15.4
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"1999"	"1999"	105	1109951	9.5
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2000"	"2000"	109	1126282	9.7
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2001"	"2001"	115	1148091	10.0
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2002"	"2002"	110	1171363	9.4
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2003"	"2003"	142	1193042	11.9
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2004"	"2004"	141	1222866	11.5
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2005"	"2005"	157	1249072	12.6
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2006"	"2006"	142	1282311	11.1
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2007"	"2007"	149	1306788	11.4
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2008"	"2008"	165	1322728	12.5
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2009"	"2009"	166	1334972	12.4
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2010"	"2010"	158	1349137	11.7
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2011"	"2011"	195	1361833	14.3
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2012"	"2012"	171	1378834	12.4
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2013"	"2013"	156	1396046	11.2
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2003"	"2003"	88	772111	11.4
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2004"	"2004"	87	780124	11.2
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2005"	"2005"	88	790669	11.1
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2006"	"2006"	93	804860	11.6
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2007"	"2007"	98	816480	12.0
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2008"	"2008"	111	827099	13.4
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2009"	"2009"	123	833862	14.8
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2010"	"2010"	126	838687	15.0
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2011"	"2011"	124	842785	14.7
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2012"	"2012"	127	847817	15.0
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2013"	"2013"	124	851951	14.6
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"1999"	"1999"	61	478047	12.8
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2000"	"2000"	59	485515	12.2
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2001"	"2001"	70	492917	14.2
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2002"	"2002"	70	501469	14.0
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2003"	"2003"	71	513058	13.8
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2004"	"2004"	56	527685	10.6
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2005"	"2005"	66	547373	12.1
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2006"	"2006"	87	568324	15.3
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2007"	"2007"	76	585982	13.0
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2008"	"2008"	87	594801	14.6
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2009"	"2009"	100	598683	16.7
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2010"	"2010"	115	603359	19.1
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2011"	"2011"	112	609696	18.4
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2012"	"2012"	119	615764	19.3
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2013"	"2013"	96	623159	15.4
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"1999"	"1999"	37	467879	7.9
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2000"	"2000"	40	471955	8.5
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2001"	"2001"	41	475483	8.6
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2002"	"2002"	59	480118	12.3
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2003"	"2003"	48	485119	9.9
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2004"	"2004"	60	489977	12.2
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2005"	"2005"	62	494722	12.5
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2006"	"2006"	81	500922	16.2
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2007"	"2007"	58	506639	11.4
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2008"	"2008"	53	511957	10.4
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2009"	"2009"	71	516577	13.7
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2010"	"2010"	63	520317	12.1
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2011"	"2011"	99	523670	18.9
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2012"	"2012"	84	526766	15.9
	"Pancreas"	"21100"	" Lancaster, PA  "	"29540"	"2013"	"2013"	70	530122	13.2
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"1999"	"1999"	120	1321254	9.1
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2000"	"2000"	146	1393909	10.5
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2001"	"2001"	145	1460500	9.9
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2002"	"2002"	173	1522962	11.4
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2003"	"2003"	166	1584166	10.5
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2004"	"2004"	155	1662773	9.3
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2005"	"2005"	159	1729522	9.2
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2006"	"2006"	207	1803774	11.5
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2007"	"2007"	192	1867817	10.3
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2008"	"2008"	219	1912349	11.5
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2009"	"2009"	204	1939407	10.5
	"Pancreas"	"21100"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2010"	"2010"	193	1953263	9.9
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2001"	"2001"	57	618126	9.2
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2002"	"2002"	75	624166	12.0
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2003"	"2003"	51	631032	8.1
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2004"	"2004"	70	639558	10.9
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2005"	"2005"	82	648784	12.6
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2006"	"2006"	78	661719	11.8
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2007"	"2007"	94	671441	14.0
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2008"	"2008"	72	681888	10.6
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2009"	"2009"	79	691903	11.4
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2010"	"2010"	112	702305	15.9
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2011"	"2011"	93	710759	13.1
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2012"	"2012"	87	717703	12.1
	"Pancreas"	"21100"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2013"	"2013"	115	724335	15.9
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"1999"	"1999"	998	12253223	8.1
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2000"	"2000"	1064	12392704	8.6
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2001"	"2001"	1071	12511491	8.6
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2002"	"2002"	1137	12614158	9.0
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2003"	"2003"	1104	12696521	8.7
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2004"	"2004"	1200	12734974	9.4
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2005"	"2005"	1330	12726428	10.5
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2006"	"2006"	1198	12670216	9.5
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2007"	"2007"	1236	12631988	9.8
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2008"	"2008"	1288	12692740	10.1
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2009"	"2009"	1303	12774577	10.2
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2010"	"2010"	1413	12845311	11.0
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2011"	"2011"	1414	12954525	10.9
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	1445	13064761	11.1
	"Pancreas"	"21100"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	1510	13175849	11.5
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"1999"	"1999"	132	1113813	11.9
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2000"	"2000"	134	1124086	11.9
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2001"	"2001"	107	1132204	9.5
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2002"	"2002"	152	1140281	13.3
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2003"	"2003"	140	1151726	12.2
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2004"	"2004"	123	1161921	10.6
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2005"	"2005"	161	1172611	13.7
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2006"	"2006"	158	1187190	13.3
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2007"	"2007"	156	1202720	13.0
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2008"	"2008"	179	1216853	14.7
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2009"	"2009"	188	1227965	15.3
	"Pancreas"	"21100"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2010"	"2010"	196	1237778	15.8
